SK_ID_CURR,TARGET
100001,0.03317819041076649
100005,0.1463059053649437
100013,0.0258993375609412
100028,0.040668883497982526
100038,0.18445918208445505
100042,0.032876641931930364
100057,0.010245412054314808
100065,0.06060795623309665
100066,0.02354079062573357
100067,0.10042067826810351
100074,0.052047795564834645
100090,0.04160821866607193
100091,0.19150091142758696
100092,0.07991613814720204
100106,0.052444414649719016
100107,0.2009308833638527
100109,0.051090193694126276
100117,0.025747211224704924
100128,0.10315589139925381
100141,0.039172860928664656
100150,0.02782135234325664
100168,0.015055410956183549
100169,0.02578396356943341
100170,0.13958012838951017
100171,0.0548523863300078
100172,0.07831491704266143
100184,0.17126861195666992
100187,0.07690075074970015
100212,0.023464461990673355
100222,0.045005244518138185
100223,0.02901772439419401
100232,0.013839005742439429
100241,0.12131576116816403
100245,0.02602533829084447
100253,0.01948921542946338
100256,0.11003476100785552
100271,0.01254763046510208
100278,0.33702640511603676
100280,0.019012502681571192
100306,0.12334378431805591
100311,0.11927710191221014
100312,0.011020213438244575
100330,0.18637787170957734
100331,0.030961305564756268
100352,0.0896744596650989
100358,0.09842697508889778
100367,0.02055896838790646
100382,0.04664998729556471
100384,0.09099846657500318
100385,0.04898694485664124
100386,0.034715202441293294
100399,0.023202535530209192
100404,0.03591338578355644
100416,0.020492132751861195
100422,0.05843374193851885
100426,0.04402060653043854
100438,0.030618111173162228
100444,0.13345523562909348
100445,0.22843197779134297
100446,0.14450171857986616
100447,0.02979432168664846
100450,0.0781280555739171
100466,0.015320024285854418
100483,0.01955750337615841
100484,0.012190836051733397
100494,0.07258904786324877
100510,0.0959984324155773
100512,0.013708499477027913
100517,0.040036856894603665
100548,0.0669528275282206
100551,0.056761150654922335
100552,0.08512709591792215
100553,0.024845386959915654
100561,0.10722688013458381
100568,0.5327651983032599
100569,0.021168832660131125
100591,0.1078101575940152
100592,0.033062457262199065
100602,0.04550723374067619
100607,0.06548392426109038
100613,0.05137541390744043
100617,0.13017907493478437
100618,0.07931287777449457
100622,0.08581508066227855
100625,0.05403638609719791
100677,0.12728412913211162
100699,0.041976565360928204
100702,0.3069282254041869
100711,0.05130664421209737
100729,0.11509063034304493
100740,0.29433394023050147
100744,0.1869681003179601
100745,0.03365635381154971
100747,0.04418751768264212
100751,0.33001147794875024
100752,0.056873550522392104
100753,0.18465294562880766
100754,0.5186103012820863
100760,0.031761042839060075
100762,0.14801480941687167
100763,0.03283527836589766
100765,0.025320054842746752
100770,0.08888266212163651
100772,0.026782555231799496
100777,0.05046670013030089
100791,0.020500093454973663
100792,0.013058374105193185
100797,0.037935671228645274
100823,0.017122922993602543
100826,0.039219406434571356
100830,0.040184584191412624
100836,0.20486607515616834
100872,0.055412656334053075
100910,0.053957835408510964
100913,0.0635632680764575
100918,0.04739066077273062
100931,0.011155286543510712
100952,0.02470141262386876
100953,0.027394995359327417
100965,0.18263852786717666
100970,0.02260570696146763
100982,0.13956285282953307
100983,0.1759566680057892
100984,0.0368957907846684
100987,0.06726720004864015
100997,0.05681932940809813
100998,0.27067054863425316
101002,0.03122741201664489
101005,0.205996573520914
101008,0.32435062073745496
101020,0.07262098525868478
101021,0.045154538277295764
101024,0.059105628625203084
101025,0.274021362383574
101026,0.025438754705338785
101031,0.027062497670725952
101041,0.021004994274879212
101051,0.015509628287466605
101055,0.061234151604183835
101056,0.17639903566862533
101057,0.035660910823616464
101064,0.03784534357231444
101079,0.0643561599638388
101087,0.015340556907682375
101090,0.018626908711523185
101092,0.12783657560851022
101097,0.13332809656146588
101099,0.019255794769677703
101107,0.10589002782582718
101118,0.033503584210015105
101125,0.12056928833554194
101126,0.012060281003542072
101128,0.018094752819290964
101136,0.055147652831855
101140,0.16173197878290055
101149,0.08337874842725967
101160,0.15196781387440697
101169,0.2389863670163447
101181,0.03775630513096104
101186,0.02579776302534749
101190,0.03080985491851512
101193,0.13279814691263675
101194,0.13773259798657392
101198,0.14887889284328187
101200,0.03182833588452911
101204,0.02338119725835704
101211,0.08315926246145262
101213,0.12347920413343362
101223,0.03744470587553925
101225,0.11536012553572904
101237,0.06529254361772524
101243,0.13428316730908588
101244,0.15105458835437552
101258,0.019500559825389747
101259,0.1556357256110142
101268,0.08688703309474527
101269,0.031150048143064747
101271,0.040327623130758404
101279,0.02006623968303533
101281,0.20240668155839073
101287,0.17414156904607914
101292,0.02881486654463083
101294,0.03297446290618728
101296,0.15793244423095024
101297,0.016230672733586124
101299,0.02974970518407391
101301,0.039434285834891995
101305,0.12022142035514234
101308,0.18538809665515213
101318,0.015601538723499252
101327,0.2428097418551063
101329,0.011488833810708362
101332,0.03494962419853954
101337,0.036081341052583434
101343,0.02528733446052698
101345,0.03399858000544722
101346,0.013555379697967055
101353,0.014180683348471732
101354,0.17368160651108444
101355,0.14224316072057885
101356,0.027509246118647402
101362,0.09285052879960382
101363,0.36179950914969555
101365,0.01506853445503058
101366,0.07811140219373007
101367,0.23992701643626552
101368,0.013641122664240137
101374,0.09875822230472793
101380,0.02258203665451918
101383,0.041467736706677936
101398,0.016891694353863302
101399,0.2543210081908576
101401,0.2503097910093282
101412,0.03623390764354408
101426,0.09609507265275863
101427,0.26489818744042987
101428,0.14780188207256564
101429,0.26172698058603344
101434,0.027205698612544592
101440,0.1747583453715786
101448,0.07025406009495673
101449,0.04816664497854836
101465,0.06063018185063097
101467,0.021511413154078375
101472,0.067943500310705
101478,0.10708636422293877
101497,0.043998534521967524
101504,0.03889281224803332
101547,0.01596439740882474
101548,0.09174423159470708
101555,0.05056989856335241
101570,0.015649746287284362
101572,0.05257327719421865
101578,0.028516236813930382
101580,0.07595528765406091
101588,0.08336895992391742
101602,0.032786723396197134
101610,0.12740013720996232
101614,0.0372274327219211
101616,0.03935269775418853
101643,0.17538235313529563
101644,0.05259510360917379
101649,0.04657903457617
101650,0.06435950414897403
101665,0.013623328823524385
101667,0.11090542624636963
101669,0.06329530570093099
101674,0.09593746059834714
101675,0.009095875349807995
101678,0.12797501974301195
101682,0.02276672003970924
101686,0.02573585816387341
101697,0.2776300698414824
101700,0.48315818534835386
101711,0.02800357923787946
101714,0.042403135448458064
101715,0.38597568675225175
101728,0.029028747017139117
101732,0.04019391994198255
101757,0.10864287146402918
101758,0.04200381645697931
101759,0.06014527046371343
101762,0.01015211170240963
101764,0.045793184691862526
101780,0.2993293947672929
101784,0.025825609746390456
101789,0.019574072534660012
101816,0.07565652349765799
101819,0.0358301085382535
101827,0.011446197935983962
101863,0.051109495783324854
101867,0.05019195576465381
101870,0.012424677645362179
101873,0.31721330776701195
101878,0.07428856927904397
101879,0.07137832514283665
101880,0.021318738046165027
101887,0.06533974590431993
101897,0.019793303527474482
101901,0.0960839126666087
101903,0.20565633684268908
101920,0.0288788020924202
101921,0.030638932409258815
101922,0.05117610430886017
101961,0.09287556195629537
101962,0.01805358169403499
101971,0.03815641575624858
101976,0.471311981824157
102002,0.09181132172866233
102005,0.02502883367549421
102007,0.31432270749119373
102017,0.01841411807727516
102019,0.2547127902158183
102029,0.028647598825070886
102051,0.1693927748615979
102052,0.012505655910093833
102054,0.018273258087267517
102062,0.04432581011244717
102067,0.16816618099875585
102068,0.05821543245471647
102070,0.04969704798541163
102090,0.07335246581581974
102092,0.03631230259777307
102099,0.09251049699549638
102100,0.026355619412576903
102112,0.11097385520101445
102113,0.033542938838513184
102122,0.22870672503394698
102123,0.04884375339902745
102125,0.030537362195628328
102126,0.19374653656511853
102146,0.025379809527127976
102147,0.08992288718390319
102151,0.055436512515571655
102158,0.1469308991543644
102159,0.022735164384478108
102162,0.03910707664903381
102165,0.03224466058060411
102166,0.016202703938519927
102174,0.020188033302362286
102193,0.24374149745103657
102198,0.024352605290692015
102205,0.14013163661958702
102206,0.01266316522556187
102218,0.013425009027806226
102221,0.02586037449131099
102230,0.07853759329872248
102238,0.05165566319239679
102248,0.026741516492771133
102252,0.1910634775678397
102259,0.03958455054045775
102262,0.12541850567193044
102273,0.047331790643063795
102286,0.12833471175228015
102293,0.008189019826431033
102294,0.03449138664502731
102296,0.06604285485362786
102298,0.07159927661564283
102303,0.017737266914993458
102309,0.0272975739137755
102315,0.04714158010710388
102340,0.05574959006648998
102342,0.07524824101663861
102344,0.03024138475320779
102346,0.08957259472735063
102347,0.015481094165181073
102374,0.05132469874153552
102380,0.02972171941816507
102387,0.01775167938126113
102393,0.04828637825060453
102403,0.023285090670789422
102413,0.035643937107573444
102414,0.011969928917519797
102415,0.06102893943620259
102416,0.11221699357025756
102439,0.0443100038718765
102441,0.03904531155893233
102443,0.014070481773043743
102444,0.07779030222365367
102445,0.09691073099831721
102448,0.02995550968204809
102449,0.11020213047690502
102450,0.14262602097035318
102456,0.01963171642675858
102458,0.05274476536692239
102459,0.046840276325517606
102465,0.03392696195361851
102470,0.3006625046979156
102471,0.030322821234248416
102475,0.04093842644728145
102476,0.14688567383493778
102506,0.05078825555838465
102509,0.04258216155174286
102519,0.02390650183537338
102522,0.051592418869597124
102545,0.06511089991232362
102549,0.049251844581906165
102562,0.016297075124314428
102563,0.02033117946252208
102568,0.09634125991104121
102582,0.045262717795038605
102592,0.01396958337361972
102597,0.07645357630919845
102605,0.029430104824610507
102614,0.027457310009557694
102617,0.10750107258211018
102634,0.05451421509228969
102652,0.035010216535709425
102655,0.010594549145540116
102671,0.07747667598461525
102694,0.196459015149716
102701,0.045349351300409874
102703,0.011088227716788603
102704,0.01960819606874446
102713,0.007788574190053074
102720,0.09914342761941275
102731,0.024214995067198368
102733,0.034898913168430044
102749,0.020965030842933347
102755,0.08827870779811275
102763,0.0252407297160466
102770,0.02623282421892865
102772,0.05236928030482434
102799,0.1220135504540254
102838,0.02206746810297381
102854,0.024291831606099937
102862,0.12072479203827033
102863,0.02192375501031401
102867,0.012506785783475973
102868,0.012437946166031059
102878,0.061344645158208755
102887,0.024491043206005664
102898,0.3639276889793843
102904,0.0920126114235883
102912,0.049389082310149844
102919,0.03526768355872121
102927,0.08024844263051052
102932,0.09807849683675503
102933,0.05973472746262568
102935,0.020189561326472965
102958,0.05811836891286293
102969,0.23085087597455767
102971,0.017413202258790426
102975,0.08276541182543991
102979,0.04613167198629232
102982,0.016631942719928582
102987,0.22251297004562395
102989,0.06128749029424704
102995,0.054243054960186755
102996,0.017364612394914936
103000,0.03257938154863772
103001,0.1100000902685335
103004,0.019121896403148587
103010,0.011809072563348184
103025,0.23583514305498113
103029,0.03335419974905373
103046,0.03755847825693583
103056,0.018142046917854093
103062,0.09935958025731727
103078,0.013845404670103546
103083,0.01924019884930364
103092,0.055156540523432974
103096,0.056125375432753484
103097,0.11569189603471768
103102,0.2802075179224841
103112,0.053821945606470314
103132,0.03477796998344889
103144,0.0700244343945034
103145,0.14782189110972202
103146,0.012275392325474137
103147,0.043735140828901634
103158,0.019953125623208046
103171,0.07352778990492126
103173,0.023126076723583976
103184,0.024166188062269226
103195,0.08890152948585726
103196,0.05945054334107887
103206,0.015668263941851696
103230,0.115838056004112
103231,0.2168861076869897
103232,0.02124945677006151
103239,0.10171609056552437
103240,0.14354830778906608
103243,0.015389780343166586
103252,0.12420393557361131
103258,0.04463590288208997
103259,0.12037390784508686
103279,0.017520766131234503
103280,0.009911652573785314
103286,0.029957724014880317
103287,0.38685982311784406
103290,0.0176543467252391
103298,0.021233824238035826
103315,0.009681276851457525
103319,0.03076556621561011
103334,0.2429145499706827
103336,0.039049220615331615
103345,0.06185171740790024
103368,0.02323129484053889
103371,0.25449108048486596
103377,0.015841199234985587
103398,0.018037992446302265
103404,0.0636879812153988
103408,0.24391651315093266
103410,0.0414513735991145
103418,0.02091659453156138
103420,0.2713738591052847
103432,0.0677882098328643
103433,0.024089783224010227
103436,0.01679849361992547
103440,0.03628931709872167
103453,0.039147626751122086
103459,0.03429280901816056
103460,0.03664367288773688
103461,0.013290048730852932
103462,0.07653448126830474
103473,0.16797363268081733
103474,0.02583793180341123
103475,0.18922295404533818
103478,0.0997717436731736
103480,0.07292055989971326
103484,0.017898622152979653
103494,0.14492994333575412
103513,0.05460399146737116
103515,0.05224779251841308
103516,0.22617679802775556
103525,0.10854732983696351
103541,0.24555049935668707
103544,0.02399172342668532
103562,0.24678810556121855
103570,0.26280585849126137
103572,0.10579388976165832
103574,0.016024294221923717
103575,0.02290597559396339
103591,0.16827706287280123
103594,0.019611932267501003
103609,0.06481280128401734
103613,0.15143749124343728
103614,0.07159262911918822
103615,0.03979380575221528
103624,0.050405057075410584
103625,0.20590831391412145
103628,0.2046810383004937
103629,0.01128395538762364
103647,0.08833482725082607
103648,0.0918022977257208
103651,0.027537711564264388
103658,0.04898163926400684
103668,0.05144904769824143
103669,0.02349988164418349
103676,0.047194769314251483
103682,0.03625883409044075
103683,0.0842068092553025
103689,0.029339313683465738
103725,0.11521298695288167
103733,0.07917876641637092
103744,0.012503744312132444
103762,0.0927456444962839
103771,0.3955752253740703
103773,0.009987657978001899
103783,0.09158859383809496
103784,0.07994402587943003
103808,0.00852107296630623
103812,0.05668971879173513
103813,0.16617171393012406
103814,0.05963446533329917
103818,0.06070909369054084
103824,0.01611448868057275
103828,0.012030113520819476
103830,0.20789538470793364
103840,0.018104277159228122
103842,0.12865955340220409
103847,0.21362302289681348
103848,0.1450403913268943
103851,0.03432307836782358
103854,0.12342433843009312
103857,0.16881653848229955
103861,0.01141675278176175
103862,0.041479945142542204
103865,0.020122460108907825
103870,0.016692524087940013
103876,0.020854444914072717
103891,0.34075235636603957
103908,0.06645169107918611
103914,0.09334362229727118
103918,0.06853945670242766
103940,0.016783198244946212
103963,0.14880816815815892
103966,0.04201797304506127
103971,0.07741712065849889
103980,0.08094370362139243
103984,0.05851735878363794
103985,0.04302152156982586
103998,0.3037177895501142
104019,0.046423391652702775
104026,0.027911568198120306
104035,0.08649174400662593
104044,0.0547153668361275
104045,0.04660352884902581
104047,0.14284722633755706
104051,0.01295936128926503
104058,0.030070672108783156
104063,0.020365355220134412
104066,0.2727876266459033
104087,0.021311186980323603
104089,0.07538644497238466
104095,0.05925425009992826
104098,0.1172796070535159
104104,0.04238190951880321
104110,0.3895368341296526
104120,0.03814709302987292
104122,0.041710664746072
104131,0.042602542715168765
104132,0.07144953057832377
104135,0.02170353921692656
